ID,Comment
  막타,시작은 대학교 동아리지만 자신들의 음질의 색을 찾고 다른 밴드들과 다른 전혀 보지못한 색깔로 가장큰 자리에 슨 그들은 아직도 허풍이아닌 자신들만의 음악을 찾고 있다.
  홍성성이,그래 이거지 어떤 편곡도 원곡을 못따라간다 이 흥분됨 너무 좋다
  루루,아이거 라이브로 한번만 진짜 듣고싶다 벅찰듯
  시진,저 대머리 아저씨는 머리숱도 치고 북도 치네
  ᄋᄋ,이 노래만 들으면 힘이남 진짜 ㅋㅋㅋㅋ
  김성진,2:10 장난쳤는데 놀래네 ㅋㅋ
  비츠바이닥터드레,정말 이노래는 언제들어도 소름돋아요....
  김김,어떻게 이런 띵곡을 만들었을까...
  채종모,진짜 콜드플레이 공연가보고 싶다
  윤돌이,"콜드플레이 이 곡 말고 아는 노래가 없는데, 콘서트 가보고 싶네요."
  제일좋아하는과일은홍시영,지금 세계는 이런 노래가 필요합니다(코로나로 저 때처럼 떼창도 못하는 답답한 때 모든이들의  가슴을 울리고 극복을 위해 사회적 거리두기에 힘을 모아야 할 때)
  K ent,ㅋㅋ 뭔 아이돌들 보다가 이거보니 급차이나네
  GE L,원래도 콜드플레이 좋아했는데 오늘 갑자기 콜드플레이 뽕차서 라이브 들으러 왔는데 서울 라이브 듣고 왠지 모르게 너무 울컥했음ㅠㅠ
  혜숙 정,머리 무음악지능 유대머리 아저씨 와우
  ciydoldan,"I used to rule the world Seas would rise when I gave the word Now in the morning I sleep alone Sweep the streets I used to own I used to roll the dice Feel the fear in my enemy's eyes Listen as the crowd would sing Now the old king is dead, Long live the king One minute I held the key Next the walls were closed on me And I discovered the my castles stand Upon pillars of salt and pillars of sand I hear Jerusalem bells a ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain Once you go there was never Never an honest word But that was when I ruled the world It was the wicked and wild wind Blew down the doors to let me in Shattered windows and the sound of drums People couldn't believe what I'd become Revolutionaries wait For my head on a silver plate Just a puppet on a lonely string Oh who would ever want to be king? I hear Jerusalem bells a ringing Roman Cavaly choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world I hear Jerusalem bells a ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world"
  현수찡,이 동영상을 누름과 동시에 함성소리가 내 몸이 전율을 돋게했는데 아직도 생생하다
  박수빈,이 노래 찾으려고 여러 노래많이들었는데 결국 알고니즘이 데려오는군...고맙다...
  J아이러니,셰익스피어 4대 비극 생각 난다
  나나나,나는 왜 이노래를 들을때마다 눈물이 나는 지 모르겠다...가슴 제일 깊은 곳까지 저릿저릿한다...
  평화주의자,영화번역가 황석희님은 뭐예요? 가사번역을 황석희님이 했다는건가?근데 가사가 왜 이러지 영화 ost 너낌
  베인,30년뒤에 콜플 영화나오고 싱어롱 개봉하면 대박이겠다 진짜
  Reve,커버영상은 거의 다 찾아봤는데 원곡을 뛰어넘은 커버도 뛰어넘을 커버도 없을 것 같다 머큐리가 환생하지 않는 한
  mia✌🏼,콜플 내한공연 갔을때 생각난다 다시는 없을 내 인생 최고의 경험..
  임지민,2:08 누가 누나는 똥을싸 냄비에 라고 말한거 이후로 계속 그렇게 들린다 ㅋㅋㅋㅋ
  팟찌,"영국은 별로인데 참 신기한 매력이 있음. 락은 역시 영국이고, 이야기꾼도 역시 영국이지. 해리포터, 반지의제왕, 피터래빗,셜록 홈즈, 나니아연대기 같은 세계관 확고한 이야기꾼들을 이겨낼 나라가 없음. 작가로 따져도 장난 아니지.위의 이야기를 써낸 작가들도 만만찮고,셰익스피어, 찰스 디킨스 이런 사람들만 봐도 참...이 두 가지는 영국이 독보적이야 정말."
  ㄹㄱ,"""아 엄마 역사 공부중이라고요"""
  정인혁,가슴이 웅장해진다 ㄹㅇ
  wind ill,너무 좋다
  ESTJ,"I used to rule the worldSeas would rise when I gave the wordNow in the morning, I sleep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead! Long live the king!One minute I held the keyNext the walls were closed on meAnd I discovered that my castles standUpon pillars of salt and pillars of sandI hear Jerusalem bells are ringingRoman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you go there was never, never a honest wordAnd that was when I ruled the worldIt was a wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh, who would ever want to be king?I hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldOh, oh, oh, oh, ohI hear Jerusalem bells are ringingRoman Calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the world"
  홍우택,무대 존나 잘한다
  Doodoo,이 라이브+노래 분위기때문에 매번 찾아오게 되는 영상
  도믐,"역사 배우고 나니까 느낌... 이거 왕이 아니라 교황이 부르는 노래였음 ㅅㅂ 그래,, 십자군 전쟁이 JOT MANG 하긴 햇지."
  부캐다,언제들어도 띵곡이네
  채널정드래곤,내가 에어팟 프로를 산 이유
  ㆍ,진짜 08년도 곡이 맞는지 아직까지도의심스럽다
  한겨울,이 노래 들을때마다 살아 있음을 느낀다..행복하다 ㅎ
  Orange Juice,"표정이 지침 없는 진정하고 순순한 행복함과 즐거움으로 차있다.""위대하다"""
  범수,출산 축하드립니다
  ysh,저런 무대문화 ㅂ럽다 드러머까지 행복해보여 ㅠㅠ 멋지다
  젤리,화려한 군침이 나를 싸악 감싸노
  도전하자,"초등학생때 마인크래프트 뮤비를 보며 곡을 알게되었고, 지금이 되어서야 이 곡이 얼마나 대단한지 깨달았다 ㅠㅠ"
  규김,와 레알 공연할맛나겠다
  송재욱,매일밤 자기전 듣는노래 우울한 새벽을 이겨낼 수 있게 해주는 노래
  소중해,워어어어 워어ㅓㅓㅓ어워ㅓ어어어워어어ㅓ워어어워어ㅓㅓ워어어ㅓ
  Junwon Baek,이 노래는 2008년에 나와서 2020년에 들어도 전혀 촌스럽지가 않은데어떤 노래는 2017년에 나왔는데도 온갖 촌스러움으로 무장해있는 아이러니
  모살라,크리스마틴이 왜 브라질국기 허리에 차고있는지아시는분
  m oo,진짜 어떻게 이런 노래를 만들었을까
  YB,콘서트 또 가고싶다.. 제발 내한 다시 해줘요ㅠㅠ
  잔드,이 노래 진짜 오랜만에 듣네 가사 내용은 슬픈데 분위기는 정반대
  승우,들을때마다 소름 돋는다 와.....
  평범한집사,영국 노래도 좋고 환경도 좋고 않좋은게 뭔가요
  ᄋᄋ,엄마 : 콜드플레이면 얼음땡 놀이냐?
  자갈치,콜드플레이 팬이라면  유튜브에서 2006 토론토 공연을 보길. 환상적임
  ranteria,가사번역 길거리 청소가 맞나? 거리를 휩쓸고 다녔다 라고 해야하는거 아닌가?
  청청,나 진짜 콜드플레이 콘서트 너무 가고싶단 말야ㅠㅠㅠㅠㅠㅠㅠ콜플ㅠㅠㅠㅠ진짜 아이돌도 안좋아하는데 콜플 너무 콘서트 가보고 싶음ㅠㅠㅠㅠㅠㅠ
  대체 뭐가 문제인건데,요즘 멜론차트에서 이별노래만 오지게 듣다가 이거 들으니까 진짜 사람들이 왜 팝송에 열광하는 지 알거같음
  현채,북치는 아저씨 박자감 오지네 저정도 관객소리에 북치는거면 레알루 타고난거다
  닮은살걀,떼창월드컵은 안하냐
  김건,전주 시작 되자마자 소름 돋는 노래는 이거 뿐일듯...
  hes,머 그리 최고다 라는 노래는 아닌거 같은데 취향 차인가
  mini Oh,나중에 보헤미안 랩소디처럼 콜드플레이도 영화로 나오면 이런 장면이 있지 않을까..
  배성원,진짜 이 노래 들으면 뭔가 신나네
  zeptto 226,이노래 크게 틀고 광화문에서 촛불 시위하면서 공연하면 진짜 멋질듯
  이심플,난 북치는아저씨 ㅈㄴ좋은데 왜다 난리임
  4885,가사가 미쳤다...이적 김동률 넬 서태지 다시  부활해다오 음유시인들이여...
  richmom,강철부대 UDT ibs미션승리 브금 보고 들어온사람
  hoon L,수능공부 하는데 이걸로 힐링중
  내이름은,멜로디는 진짜 평화로운데 왜 가사는 전투적이냨ㅋ
  마음을 훔치는 ASMR마음을,이 밴드 공연은 20만원 30만 줘도 가고싶다ㅠㅠ 한번 느계보고 싶네요 ㅠㅠ
  안다훈,이런 음악과 영상을 클릭하나만으로 듣고 볼수있는 시대를 살아가는 나는 이미 성공적인 삶이고 또 감사하다..
  용가리,와 서양 클라쓰 지린다....
  存在와 無,나는 왜 흑개가 으아아아아ㅏㅇ 으아ㅏ아아아ㅏ아ㅏ 이러는걸 보고있었는데 이게 추천에 뜨냐
  허스,듣기만 해도... 존나 신나!!!!!!!!! 들썩들썩
  줄게 내 갤럭시,"""Latte is horse"""
  bull gogi bak ban,"관중들의 함성과 처음 도입부분에 바이올린 소리가 정말 좋앗고 중간부분 부터 크리스 마틴 의 목소리는 남자가 봐도 반할만한 목소리엿다.그리고 후반부에는 끝까지 북치고 종치는 윌챔피언의 드럼실력을 알수있엇고, 북소리와 함께 관중들의 박수소리는 정말 '환상' 그자체 라는 말밖에안나왓다.정말 콜드 플레이가 내한을 온다면 몇백 아니 몇천 아니 몇억을 쓴다해도 꼭 갈것이다."
  주영,게임할때 중요하거나 유명한사람들 잘하는사람들이랑 하면 너무 떨리는게있어서 본실력을 발휘못하는데 이 노래 반복재생하면서하면 진짜 게임이 잘된다 왜지
  이건좀 아니지,지금도 세계를 지배 중 인데.. 그저 빛
  상자,뭐야 그 댓글 어디갔지외국에서 인생이 비디오게임이면 이 노래는 엔딩크레딧 노래라고 했었는데
  박재현,띵곡
  김인재,"시발... 제목까먹어서 ""외국대머리북치기""치니깐 나오네 ㅋㅋㅋㅋ 아저씨 내가 ""모""든지 할게 한번만 봐주라 ㅠㅠ"
  CR K,이곳이 바로 위상을 얻고 위장을 포기한 그곳인가
  뇸뇸뇸,내한 이틀 다간거 정말 신의 한수 였다.
  고주원,3:13 응원봉 색깔 패턴을 보니까 가슴이 웅장해진다 왜일까
  광민 김,드러머가 고혈압으로 쓰러질 것만 같은데
  현채,지금 이 시국에 절대 가능할 수 콘서트
  Kai,‘북’차오른다!
  박진우,힘들고지칠때마다 힐링하고 갑니다 2019.55
  뀨,"나는 이 노래 들을 때마다 괜히 눈물이 나더라,,,"
  Taeho An,안좋은 기억들은~ 모두잊어버려~ 즐거운상상들만~ 가득 담아보렴 ~
  김보현,가슴이 두근거리는 노래ㅜ
  유건현,와씨 몇번째 보는거냐 너무좋아 ㅠ
  킹석,나죽을때 이노래틀꺼임
  leesh2148,21세기 Queen...그저 빛
  김진우,가사가 참 난해하네요
  Jones Liam,영상 처음부터 끝까지 소름이 돋네
  루이,초딩때 마크 뮤비로 처음 봤는데 지금보니까 추억돋네
  gobasoon,눈물나누 근데 라이브 마니 늘었네
  Byeongkuk Jeon,음원이랑 너무 차이나넹
  Zeroad,죽기전에 이런 곡 한 번 만들어 공연해 봤으면 참 좋겠당 정말 좋겠당 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
  유다은,아직도 보는 사람…
  rino,"위대한 예술가들을 볼때마다 내 작은 영이 너무 하잘것없이 느껴져서 슬프고 내 젊음에 미안함콜드플레이의 노래들은 항상 신선하지만, 그래서  항상 나를 우울하게 만들어"
  박수연,수능 끝나고 집가는길에 꼭 다시 들으러 올게요
  멍멍이,노르웨이엔 알렌워커 스웨덴엔 아비치영국엔 콜드플레이
  삐쿤의 걸어서 이불밖으로,콜플아 그냥 소리만 지르는 쟤네한테 가지 말고 열루 와 오라고 제발요
  식인종,이영상은 썸네일부터 간지임 레전드
  하정민,튀김만 먹어서 성대가 미끌미끌해진건가북치는 아저씨는 머리가 미끌미 ㄲ ㅡ..ㄹ
  장건우,인생이여 영원하라!
  수암동원주민,좋은 노래엔 좋은 댓글밖에 없구나
  야쿠자테리어,ㅏ ㅡㅜ 진심 내한 안간거 평생의 한이다 제발 .. 제발 한번만 더와줘 ㅠㅠ
  케팝고수,나는 북 치는 분이 저거 뭐야 채 안 놓치신 게 대단해 진짜...
  구독하면로또1등당첨,무너진 왕국이 패러디를 원곡 느낌 그대로 살려서 잘했구만.. 뭔가 어울린다
  희원,썸네일 주토피아 가젤같음
  김수희,뭐야 이거 처음 봤을땐 1일전이었는데 벌써 1년이네 시간 빠르다ㄷㄷ
  콩쥬,저 빡빡이아저씨 공연 끝나고 회식때 누가 떠맥여줘야할듯 벌벌 떨면서 포크도 못잡을거같은데
  특이한 닉네임,새벽에 옥상에서 이거 보다 웅장해서 한동안 가만히 있었는데 감기 걸린거 같아
  최유현,신나는 노래!
  상큼한후레지아,"Viva la vida ""인생이여 만세""와 이 노래 가사 내용이 연결 안되어 몇날을 곰곰히 생각해 보았더니/ 강력한 왕권의 군주도 권력이 덧없었음을 회상하듯이 말하는것으로 이 세상 모든것을 가져도 덧없으므로/ 왕으로서 알려주니 그냥 인생을 즐겨라//이 댓글 최고."
  [ Deimos ],절대로 음반으로 듣기 싫은 노래;
  daheeary 다히어리,방구석에서 이 영상 보는데 왜 눈물이 나냐ㅠㅠ
  SHJ,ㅏ~~비바라비다 우린 비바라비다~~
  최우식,공연가고싶다고 십왈.....................
  와앙,3:11 불다 켜지는것봐...존멋
  Destiny the,이거 진짜 공연한거에요? 역대급 규모구만.
  이성일,딥스가...싫어하는 노래
  왈구왈,7년전 마크에 빠졌던시절 무너진왕국 노래 들으면서 울먹했었는데 다크고나서 원곡이 있었던걸 알았다... 시간 참 야속하게 빠르네 2020...
  버니즈,표를삿으니 즐겁게 노올자 아니 놀면 손해다 난그런생각해
  투리,씹 가고싶다 ㄹㅇ 저기 가서 제대로 놀수있음한국의 때창문화 저기가서 제데로 한판하고 오고싶
  수곰,삶이 조금 버겁게 느껴질때 이 노래를 들으러온다  이유는 모르겠음
